"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Destiny's Child",1775,"0.0567","0.0537","0.685","0.771","0.00157","-4.639","88.997","Jumpin'. Jumpin'"
"Destiny's Child",1776,"0.206","0.169","0.602","0.73","3.69E-06","-3.782","97.954","Independent Women. Pt. I"
"Destiny's Child",1777,"0.153","0.0764","0.576","0.845",0,"-5.15","127.641","Bills. Bills. Bills"
"3LW",1778,"0.0631","0.0651","0.723","0.721","4.40E-06","-7.08","88.933","No More (Baby I'ma Do Right)"
"Jon McLaughlin",1779,"0.0313","0.289","0.666","0.518","2.47E-05","-5.306","130.048","Summer Is Over feat. Sara Bareilles"
"Jon McLaughlin",1780,"0.0296","0.143","0.661","0.415",0,"-4.629","156.177","Beautiful Disaster"
"Jon McLaughlin",1781,"0.0357","0.0812","0.664","0.319",0,"-4.85","112.377","Human"
"Jon McLaughlin",1782,"0.0291","0.143","0.248","0.386","1.49E-06","-11.42","106.259","So Close"
"Gavin DeGraw",1783,"0.0439","0.373","0.906","0.439",0,"-4.8","161.905","In Love With a Girl"
"Anuhea",1784,"0.0643","0.0997","0.348","0.764",0,"-7.98","119.651","Simple Love Song"
"Ariana Grande",1785,"0.0431","0.345","0.607","0.685",0,"-5.301","125.011","Honeymoon Avenue"
"Ariana Grande",1786,"0.0285","0.119","0.521","0.454",0,"-4.143","72.28","Tattooed Heart"
"Nathan Sykes",1787,"0.0355","0.0934","0.337","0.4",0,"-7.404","108.196","Almost Is Never Enough"
"Rags Cast",1788,"0.0322","0.152","0.32","0.664",0,"-7.356","141.916","Perfect Harmony"
"Charice",1789,"0.0824","0.133","0.659","0.562",0,"-5.234","87.539","Pyramid (feat. Iyaz)"
"Jason Chen",1790,"0.0409","0.227","0.659","0.637",0,"-6.964","102.029","Best Friend"
"Nathan Sykes",1791,"0.0392","0.106","0.271","0.47",0,"-8.335","129.623","Over And Over Again"
"Natasha Bedingfield",1792,"0.051","0.0643","0.699","0.758",0,"-4.217","95.011","Put Your Arms Around Me"
"Shakira",1793,"0.0308","0.0835","0.604","0.704",0,"-4.865","115.48","Try Everything"
"Hailee Steinfeld",1794,"0.0888","0.0994","0.62","0.712",0,"-4.187","99.953","Starving"
"Bea Miller",1795,"0.0312","0.501","0.709","0.616","2.56E-06","-6.134","122.984","I Dare You"
"Bea Miller",1796,"0.0259","0.167","0.566","0.658",0,"-6.179","80.035","Force of Nature"
"Bea Miller",1797,"0.0507","0.094","0.79","0.555",0,"-5.777","79.016","Perfect Picture"
"Skye Sweetnam",1798,"0.051","0.117","0.708","0.51","3.86E-06","-3.092","188.058","Tangled Up In Me"
"Liz Phair",1799,"0.0405","0.165","0.759","0.487",0,"-4.849","80.958","Why Can't I?"
"P!nk",1800,"0.0588","0.241","0.977","0.635","2.61E-06","-3.213","111.955","God Is a DJ"
"JoJo",1801,"0.13","0.107","0.638","0.406",0,"-6.085","177.916","Save My Soul"
"JoJo",1802,"0.062","0.365","0.604","0.277",0,"-3.778","199.519","Mad Love."
"JoJo",1803,"0.0405","0.12","0.507","0.776",0,"-5.752","98.051","Secret Love"
"Tori Kelly",1804,"0.31","0.106","0.586","0.498",0,"-5.936","81.945","Dear No One"
"Tori Kelly",1805,"0.0672","0.0889","0.485","0.657",0,"-5.634","135.805","First Heartbreak"
"India.Arie",1806,"0.263","0.0382","0.621","0.652","5.30E-06","-8.677","169.983","Video"
"Ariana Grande",1807,"0.0277","0.101","0.542","0.494",0,"-6.995","81.34","Beauty and the Beast - From ""Beauty and the Beast"""
"Tevin Campbell",1808,"0.0382","0.76","0.772","0.732",0,"-7.974","130.14","I2I"
"Big Time Rush",1809,"0.0482","0.0951","0.796","0.557",0,"-4.147","127.999","Confetti Falling"
"Des'ree",1810,"0.0412","0.111","0.669","0.627","2.72E-06","-9.985","94.029","You Gotta Be"
"Sabrina Carpenter",1811,"0.0344","0.161","0.401","0.616",0,"-7.318","143.75","Can't Blame a Girl for Trying"
"Sabrina Carpenter",1812,"0.0274","0.112","0.637","0.586","2.97E-06","-6.621","88.025","Eyes Wide Open"
"Sofia Carson",1813,"0.0401","0.0755","0.569","0.763","7.85E-05","-5.585","122.988","Wildside - From ""Adventures in Babysitting"""
"High School Musical Cast",1814,"0.0295","0.286","0.658","0.539",0,"-5.109","136.357","Can I Have This Dance"
"Wilson Phillips",1815,"0.0255","0.0497","0.657","0.679",0,"-9.897","97.8","Hold On"
"Bea Miller",1816,"0.0336","0.23","0.871","0.627","4.63E-06","-4.403","129.059","Be My Baby"
"Boyce Avenue",1817,"0.0283","0.107","0.32","0.717",0,"-8.393","107.946","Photograph (feat. Bea Miller)"
"Boyce Avenue",1818,"0.0281","0.233","0.472","0.694",0,"-8.62","95.002","Closer (feat. Sarah Hyland)"
"Hailee Steinfeld",1819,"0.0616","0.126","0.602","0.51",0,"-6.317","148.077","Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack"
"Shania Twain",1820,"0.0271","0.186","0.514","0.428",0,"-5.021","135.819","From This Moment On"
"Shania Twain",1821,"0.0302","0.0867","0.527","0.551",0,"-7.119","133.758","You're Still The One"
"Michelle Branch",1822,"0.0762","0.165","0.828","0.523","0.000255","-4.696","96.952","Everywhere"
"The Click Five",1823,"0.0395","0.0769","0.89","0.571",0,"-1.6","110.958","Just The Girl"
"Ashlee Simpson",1824,"0.104","0.103","0.802","0.5",0,"-4.205","174.039","Pieces Of Me"
"5 Seconds of Summer",1825,"0.138","0.416","0.956","0.493",0,"-4.221","160.006","She Looks So Perfect"
"5 Seconds of Summer",1826,"0.0317","0.111","0.9","0.659",0,"-4.856","118.04","She's Kinda Hot"
"Michael Jackson",1827,"0.0401","0.0359","0.654","0.92","0.0158","-3.051","117.046","Billie Jean"
"Michael Jackson",1828,"0.0457","0.197","0.867","0.779","7.98E-06","-3.704","138.858","Beat It - Single Version"
"Michael Jackson",1829,"0.0509","0.374","0.927","0.758","0.0285","-2.768","115.076","Black or White - Single Version"
"Michael Jackson",1830,"0.11","0.116","0.816","0.608","0.000554","-5.926","114.484","The Way You Make Me Feel"
"Michael Jackson",1831,"0.0366","0.114","0.798","0.794","1.15E-05","-5.639","100.338","Man In The Mirror"
"Michael Jackson",1832,"0.0404","0.127","0.815","0.888","0.000424","-4.909","127.273","P.Y.T. (Pretty Young Thing)"
"Lindsay Lohan",1833,"0.0388","0.466","0.797","0.492",0,"-4.666","79.513","Ultimate"
"Beyoncé",1834,"0.0313","0.354","0.518","0.632",0,"-6.126","90.007","If I Were a Boy"
"Chris Brown",1835,"0.0707","0.131","0.696","0.658",0,"-4.293","85.998","With You"
"Chris Brown",1836,"0.0463","0.203","0.819","0.672","0.000184","-4.457","120.013","Forever"
"Christina Perri",1837,"0.0267","0.11","0.407","0.421","0.000961","-7.445","139.028","A Thousand Years"
"Jess Glynne",1838,"0.0984","0.344","0.83","0.589",0,"-5.547","94.999","Gave Me Something"
"Jess Glynne",1839,"0.0289","0.0776","0.823","0.642",0,"-5.717","122.977","Hold My Hand"
"Mandy Moore",1840,"0.0322","0.0897","0.437","0.677",0,"-7.413","108.054","When Will My Life Begin - From ""Tangled""/Soundtrack Version"
"Mandy Moore",1841,"0.0301","0.0842","0.16","0.24",0,"-14.213","92.742","I See the Light - From ""Tangled""/Soundtrack Version"
"Natalie Imbruglia",1842,"0.034","0.709","0.886","0.575","0.000187","-5.182","96.308","Torn"
"Chaka Khan",1843,"0.0439","0.136","0.891","0.794","9.04E-05","-6.918","104.315","Ain't Nobody"
"The Cranberries",1844,"0.0353","0.336","0.63","0.555","0.00681","-13.11","128.661","Dreams"
"Savage Garden",1845,"0.0287","0.077","0.517","0.556","0.00115","-8.769","169.938","I Knew I Loved You"
"Toni Braxton",1846,"0.0271","0.116","0.426","0.625",0,"-8.392","110.018","Un-Break My Heart"
"Toni Braxton",1847,"0.0326","0.0877","0.677","0.689",0,"-6.36","153.919","Breathe Again"
"Toni Braxton",1848,"0.0377","0.119","0.563","0.852","1.96E-05","-8.663","92.112","You're Makin' Me High"
"Xscape",1849,"0.0936","0.335","0.431","0.814",0,"-9.125","129.957","My Little Secret"
"Xscape",1850,"0.0284","0.0525","0.383","0.701",0,"-9.016","135.877","One Of Those Love Songs"
"Xscape",1851,"0.0339","0.111","0.309","0.773","0.00014","-8.5","128.105","Softest Place On Earth"
"Xscape",1852,"0.0345","0.0922","0.456","0.657",0,"-8.917","115.4","The Arms of the One Who Loves You"
"Toni Braxton",1853,"0.0412","0.326","0.947","0.739","2.99E-05","-1.915","88.009","He Wasn't Man Enough"
"Little Mix",1854,"0.0504","0.29","0.642","0.534",0,"-3.971","92.963","Secret Love Song"
"Zara Larsson",1855,"0.0338","0.146","0.332","0.485","0.000122","-9.244","130.813","I Can't Fall in Love Without You"
"Ruth B.",1856,"0.0534","0.0889","0.0565","0.71",0,"-15.099","123.994","Lost Boy"
"Atmosphere",1857,"0.258","0.0693","0.531","0.849",0,"-5.534","91.927","Yesterday"
"Joseph",1858,"0.031","0.0704","0.439","0.413","0.00562","-8.537","97.942","Honest"
"Kina Grannis",1859,"0.0289","0.1","0.274","0.513","9.27E-06","-13.577","129.834","When Will I Learn"
"The Harmaleighs",1860,"0.0298","0.0915","0.288","0.447","1.56E-06","-9.131","139.522","Lady Brain"
"The Lumineers",1861,"0.0428","0.0948","0.76","0.546","7.47E-05","-6.763","151.456","Cleopatra"
"Birdtalker",1862,"0.0516","0.142","0.549","0.614","2.64E-06","-6.986","77.926","Heavy"
"Ezra Vine",1863,"0.0423","0.136","0.841","0.604","0.00382","-5.145","138.976","Celeste"
"Lullanas",1864,"0.0316","0.252","0.411","0.606","0.00247","-11.765","117.819","Don't Say"
"Colin & Caroline",1865,"0.0304","0.0871","0.544","0.661","0.0222","-11.193","139.012","Like Home"
"Sammy Brue",1866,"0.0378","0.093","0.523","0.644",0,"-7.66","95.966","I Know"
"Holley Maher",1867,"0.0576","0.0842","0.52","0.645",0,"-7.417","169.986","Adventurers"
"WILD",1868,"0.0332","0.109","0.94","0.499","7.28E-05","-2.741","112.02","Back to You"
"The Accidentals",1869,"0.0403","0.109","0.497","0.52","0.00785","-9.925","148.895","Memorial Day"
"Majozi",1870,"0.0692","0.105","0.873","0.655",0,"-4.992","130.018","Fire"
"The Harmaleighs",1871,"0.04","0.107","0.771","0.602",0,"-4.494","125.024","I Keep Ticking On"
"Castro",1872,"0.0309","0.112","0.601","0.626","0.00405","-6.4","120.046","Automatic"
"Damien Jurado",1873,"0.1","0.108","0.699","0.599","0.276","-7.588","120.927","Ohio - filous Remix"
"Mike Posner",1874,"0.0828","0.134","0.783","0.678","1.51E-05","-4.672",102,"I Took A Pill In Ibiza - Seeb Remix"
"Travis Hayes",1875,"0.0275","0.111","0.487","0.611","0.116","-10.629","105.034","Bath Salts"
"Frédéric Chopin",1876,"0.0431","0.131","0.0347","0.206","0.828","-25.351","67.584","Nocturne No.1 In B Flat Minor. Op.9 No.1"
"Third Eye Blind",1877,"0.0315","0.123","0.864","0.64",0,"-6.576","102.026","Semi-Charmed Life"
"Counting Crows",1878,"0.0382","0.246","0.817","0.581","1.42E-06","-6.542","141.607","Mr. Jones"
"Spin Doctors",1879,"0.0601","0.0565","0.912","0.543","2.10E-06","-10.71","103.731","Two Princes"
"Eagle-Eye Cherry",1880,"0.0353","0.113","0.693","0.547","5.46E-05","-8.786","119.567","Save Tonight"
"Gin Blossoms",1881,"0.0436","0.328","0.785","0.464","1.46E-06","-7.42","153.005","Hey Jealousy"
"Better Than Ezra",1882,"0.029","0.132","0.657","0.615","0.0204","-6.873","109.95","Good"
"Tonic",1883,"0.0507","0.154","0.946","0.417",0,"-4.056","95.245","If You Could Only See"
"New Radicals",1884,"0.0307","0.0875","0.896","0.618",0,"-5.357","113.961","You Get What You Give"
"Oleander",1885,"0.0233","0.111","0.666","0.638","0.000843","-7.056","100.01","Why I'm Here"
"The Presidents Of The United States Of America",1886,"0.0386","0.165","0.873","0.499",0,"-3.902","142.726","Lump"
"Sugar Ray",1887,"0.0293","0.22","0.67","0.743","0.0702","-4.547","110.832","Someday - Remastered"
"Toad The Wet Sprocket",1888,"0.0788","0.109","0.811","0.6","6.82E-06","-7.693","124.303","All I Want"
"Matchbox Twenty",1889,"0.027","0.108","0.672","0.42",0,"-7.902","168.019","Push"
"4 Non Blondes",1890,"0.0287","0.114","0.555","0.561",0,"-9.734","134.369","What's Up?"
"Nine Days",1891,"0.066","0.0939","0.94","0.481",0,"-5.204","96.493","Absolutely (Story of a Girl) - Radio Mix"
"Del Amitri",1892,"0.0364","0.112","0.804","0.566",0,"-5.783","149.989","Roll To Me"
"Blessid Union Of Souls",1893,"0.0346","0.105","0.846","0.637",0,"-3.663","103.119","Hey Leonardo (She Likes Me For Me)"
"Eve 6",1894,"0.0444","0.367","0.818","0.483",0,"-7.666","175.668","Inside Out"
"Violent Femmes",1895,"0.0938","0.0821","0.261","0.701",0,"-19.846","97.042","Blister in the Sun - 2002 Remastered Version"
"The Breeders",1896,"0.0394","0.365","0.685","0.498","0.775","-11.795","112.49","Cannonball"
"The Goo Goo Dolls",1897,"0.0363","0.0811","0.79","0.291","5.61E-06","-5.683","155.667","Iris"
"The Lemonheads",1898,"0.0332","0.185","0.891","0.48","3.24E-06","-5.001","123.961","Into Your Arms"
"Crash Test Dummies",1899,"0.0231","0.0813","0.575","0.58","1.83E-05","-7.72","92.934","Mmm Mmm Mmm Mmm"
"Gwen Stefani",1900,"0.0929","0.0234","0.916","0.926","6.17E-06","-2.221","110.007","Hollaback Girl"
"Justin Timberlake",1901,"0.0789","0.0519","0.583","0.967",0,"-5.562",117,"SexyBack"
"The Black Eyed Peas",1902,"0.0264","0.34","0.748","0.741",0,"-6.299","127.965","I Gotta Feeling"
"Britney Spears",1903,"0.0315","0.568","0.725","0.757","5.56E-05","-4.86","92.96","...Baby One More Time"
"Christina Aguilera",1904,"0.126","0.144","0.794","0.618","0.000226","-6.985","175.822","Genie In A Bottle (Album Version)"
"Mariah Carey",1905,"0.035","0.123","0.727","0.671",0,"-7.585","102.358","Fantasy"
"TLC",1906,"0.0953","0.0685","0.675","0.743","0.000717","-4.267","92.909","No Scrubs"
"Incubus",1907,"0.0361","0.15","0.849","0.639","0.02","-5.474","90.562","Drive"
"Lit",1908,"0.0637","0.398","0.946","0.494",0,"-2.757","103.408","My Own Worst Enemy"
"Spice Girls",1909,"0.0324","0.162","0.864","0.768",0,"-6.145","110.008","Wannabe - Radio Edit"
"*NSYNC",1910,"0.0364","0.233","0.915","0.686","7.16E-06","-4.447","110.054","Tearin' up My Heart - Radio Edit"
"Macy Gray",1911,"0.0299","0.0804","0.642","0.593","0.000582","-7.284","76.403","I Try"
"Alanis Morissette",1912,"0.0555","0.236","0.593","0.295",0,"-7.572","85.482","Ironic"
"Foo Fighters",1913,"0.0473","0.193","0.931","0.439","1.21E-05","-2.59","135.944","Learn to Fly"
"Santana",1914,"0.0338","0.295","0.923","0.609","4.73E-06","-3.908","115.996","Smooth"
"Backstreet Boys",1915,"0.0272","0.199","0.728","0.667",0,"-5.476","99.014","I Want It That Way"
"Savage Garden",1916,"0.0311","0.109","0.705","0.566",0,"-7.569","168.152","Truly Madly Deeply"
"Britney Spears",1917,"0.0341","0.32","0.939","0.748",0,"-4.288","104.001","(You Drive Me) Crazy"
"The Offspring",1918,"0.0997","0.0675","0.898","0.72",0,"-3.701","143.431","Pretty Fly (For a White Guy)"
"Backstreet Boys",1919,"0.0449","0.301","0.893","0.706","1.04E-06","-4.355","108.006","Everybody (Backstreet's Back) - Radio Edit"
"Michael Jackson",1920,"0.0581","0.305","0.921","0.831","0.00213","-2.383","108.002","Remember the Time"
"Train",1921,"0.0486","0.118","0.553","0.675","7.58E-06","-7.775","90.02","Meet Virginia"
"Pearl Jam",1922,"0.0276","0.193","0.692","0.622","0.000158","-6.97","112.053","Last Kiss"
"Kris Kross",1923,"0.164","0.333","0.745","0.749","0.00403","-10.625","101.972","Jump"
"Mötley Crüe",1924,"0.0734","0.392","0.931","0.6","7.10E-05","-4.647","140.123","Girls. Girls. Girls"
"Queen",1925,"0.17","0.776","0.868","0.559","0.000176","-5.276","156.295","Don't Stop Me Now - Remastered 2011"
"Carly Simon",1926,"0.0336","0.084","0.363","0.631","4.64E-05","-14.331","138.367","Coming Around Again"
"Shakira",1927,"0.0712","0.405","0.824","0.778",0,"-5.892","100.024","Hips Don't Lie"
"The Pussycat Dolls",1928,"0.099","0.127","0.631","0.875","2.54E-06","-3.475","120.002","Don't Cha"
"Cascada",1929,"0.0519","0.382","0.976","0.633","1.29E-05","-5.362","142.027","Every time we touch"
"The Black Eyed Peas",1930,"0.184","0.132","0.687","0.835",0,"-3.18","94.059","Where Is The Love?"
"Rihanna",1931,"0.0715","0.0514","0.676","0.853","3.37E-05","-5.533","122.65","Don't Stop The Music"
"Destiny's Child",1932,"0.41","0.775","0.911","0.514",0,"-2.027","161.109","Survivor"
"Katy Perry",1933,"0.0415","0.671","0.815","0.649","4.31E-05","-3.796","126.03","Last Friday Night (T.G.I.F.)"
"Shakira",1934,"0.0405","0.207","0.832","0.793","6.84E-06","-4.861","107.647","Whenever. Wherever"
"Lady Gaga",1935,"0.0788","0.122","0.806","0.851","1.39E-06","-4.618","119.002","Poker Face"
"Avril Lavigne",1936,"0.0459","0.3","0.776","0.585","7.74E-06","-5.898","77.987","Complicated"
"Vader Abraham",1937,"0.124","0.0877","0.781","0.658",0,"-8.759","168.883","Das Lied Der Schluempfe"
"Billie Piper",1938,"0.0659","0.191","0.885","0.81","3.39E-06","-10.116","107.024","Because We Want To"
"The Cheeky Girls",1939,"0.0369","0.0975","0.902","0.757","6.04E-06","-6.747","130.05","Cheeky Song (Touch My Bum)"
"Black Lace",1940,"0.0327","0.058","0.96","0.618",0,"-6.382","131.988","Agadoo - original"
"Billy Ray Cyrus",1941,"0.0294","0.0942","0.725","0.766",0,"-6.36","121.797","Achy Breaky Heart"
"Jennifer Lopez",1942,"0.188","0.0575","0.768","0.845","5.04E-06","-5.448",100,"Jenny from the Block - Track Masters Remix"
"Geri Halliwell",1943,"0.102","0.0656","0.947","0.64",0,"-3.925","145.108","Look At Me"
"Bryan Adams",1944,"0.0279","0.0726","0.429","0.524","1.37E-05","-10.064","131.206","(Everything I Do) I Do It For You"
"Mariah Carey",1945,"0.03","0.103","0.467","0.498",0,"-7.283","117.78","Against All Odds (Take a Look at Me Now)"
"Anita Dobson",1946,"0.0232","0.083","0.709","0.672","0.000608","-7.884","98.972","Anyone Can Fall In Love"
"St. Winifred's School Choir",1947,"0.0299","0.19","0.271","0.528",0,"-12.762","136.08","There's No One Quite Like Grandma - 2003 Remastered Version"
"Michael Jackson",1948,"0.0314","0.0865","0.453","0.511","0.000212","-6.803","138.309","Earth Song - Remastered Version"
"Chris de Burgh",1949,"0.0318","0.0423","0.445","0.53","4.28E-06","-10.907","77.092","The Lady In Red"
"Céline Dion",1950,"0.0293","0.171","0.364","0.433","3.75E-06","-8.842","98.981","My Heart Will Go On (Love Theme from ""Titanic"")"
"Michael Bolton",1951,"0.325","0.243","0.847","0.563",0,"-6.19","82.757","Can I Touch You...There?"
"Britney Spears",1952,"0.0323","0.198","0.811","0.764","0.000112","-5.245","95.024","Lucky"
"Cher",1953,"0.0522","0.0574","0.933","0.653",0,"-6.041","132.965","Believe"
"Los Del Rio",1954,"0.0908","0.0422","0.721","0.927","4.36E-05","-12.561","103.018","Macarena"
"Sabrina",1955,"0.034","0.0395","0.623","0.85","0.523","-12.256","119.891","Boys"
"Joe Dolce",1956,"0.0991","0.118","0.705","0.762",0,"-5.082","119.439","Shaddap You Face"
"Vanilla Ice",1957,"0.0623","0.15","0.545","0.959",0,"-14.855","115.266","Ice Ice Baby"
"Samantha Fox",1958,"0.0298","0.0694","0.679","0.664","0.000307","-9.08","104.851","Touch Me (I Want Your Body)"
"Clive Dunn",1959,"0.0336","0.0694","0.395","0.836","1.40E-05","-12.015","104.058","Grandad"
"Donny Osmond",1960,"0.0456","0.353","0.664","0.191","1.23E-06","-4.125","203.822","Puppy Love"
"Milli Vanilli",1961,"0.133","0.37","0.812","0.771","0.0013","-6.113","97.721","Girl You Know It's True"
"Peter Andre",1962,"0.211","0.194","0.748","0.653",0,"-6.323","172.008","Mysterious Girl"
"Nick Berry",1963,"0.0288","0.154","0.363","0.366","0.000636","-9.768","132.758","Every Loser Wins"
"Hanson",1964,"0.0457","0.17","0.948","0.685","0.00347","-5.182","104.881","MMMBop"
"Meat Loaf",1965,"0.0812","0.317","0.655","0.423",0,"-5.374","103.72","I'd Do Anything For Love (But I Won't Do That)"
"Polina",1966,"0.069","0.057","0.724","0.687",0,"-4.206","139.705","To Roz Bikini (Itsy. Bitsy. Teenie. Weenie)"
"2 LIVE CREW",1967,"0.216","0.274","0.883","0.895","0.000383","-8.919","131.644","Hoochie Mama"
"Nickelback",1968,"0.0386","0.343","0.91","0.616",0,"-3.004","144.073","Rockstar"
"Insane Clown Posse",1969,"0.255","0.513","0.897","0.668",0,"-3.982","95.952","Miracles"
"Wheeler Walker Jr.",1970,"0.0263","0.147","0.576","0.549","1.94E-06","-6.282","118.709","Fuck You Bitch"
"Lindisfarne",1971,"0.102","0.0706","0.403","0.615",0,"-17.264","80.171","Fog On the Tyne"
"Mr. C",1972,"0.147","0.316","0.903","0.854","0.00576","-6.821","131.02","Cha Cha Slide"
"Nickelback",1973,"0.033","0.099","0.764","0.446",0,"-5.042","172.094","How You Remind Me - LP Mix"
